damage,date,day,deaths,focal_depth,hour,houses_damaged,houses_destroyed,id,intensity,location,magnitude,minute,missing,month,name,second,total_damage,total_deaths,total_houses_damaged,total_houses_destroyed,total_missing,year
,,,,,,,,636,,POINT (56.8999999999999986 26.1000000000000014),,,,,"IRAN:  HORMOZ,OMAN",,,,,,,1482
,,,30000.0,,,,,637,10.0,POINT (40.3999999999999986 39.8999999999999986),,,,,"TURKEY:  ERZINCAN,ERZURUM",,,,,,,1482
,1483-02-18,18.0,,,,,,639,,POINT (57.8999999999999986 24.8999999999999986),,,,2.0,IRAN:  OFF COAST,18.0,,,,,,1483
,1483-10-18,18.0,,,,,,640,10.0,POINT (27.5000000000000000 36.2000000000000028),,,,10.0,GREECE:  DODECANESE ISLANDS,18.0,,,,,,1483
,1484-01-29,29.0,,,,,,7916,9.0,POINT (116.5000000000000000 40.5000000000000000),,,,1.0,CHINA:  BEIJING,29.0,,,,,,1484
,1484-08-27,27.0,,,,,,641,,POINT (49.0000000000000000 37.0000000000000000),,,,8.0,"IRAN:  GILAN,DILAMAN,KARAJIAN,SHAKUR,GULIJAN",27.0,,,,,,1484
,1485-08-14,14.0,,,,,,642,8.0,POINT (49.8999999999999986 36.8999999999999986),,,,8.0,IRAN:  ALAMUT-JENAT RUDBAR-DAILAMAN,14.0,,,,,,1485
,1487-08-10,10.0,1900.0,,,,,643,8.0,POINT (108.9000000000000057 34.3999999999999986),,,,8.0,"CHINA:  SHAANXI PROVINCE:  LINTONG, XIANYANG",10.0,,1900.0,,,,1487
,1488-09-16,16.0,,,,,37.0,7917,7.0,POINT (103.9000000000000057 31.6999999999999993),,,,9.0,CHINA:  SICHUAN PROVINCE:  MAOWEN,16.0,,,,37.0,,1488
,,,,,,,,5948,,,,,,,SOUTH COASTS OF ASIA MINOR,,,,,,,1489
,1490-02-20,20.0,,15.0,,,,644,8.0,POINT (67.0999999999999943 39.3999999999999986),,,,2.0,UZBEKISTAN:  SAMARKAND,20.0,,,,,,1490
,1490-11-01,1.0,,,,,,645,10.0,POINT (27.0000000000000000 36.5000000000000000),,,,11.0,GREECE:  DODECANESE ISLANDS,1.0,,,,,,1490
,,,100.0,,,,,9869,,POINT (-9.0000000000000000 54.0000000000000000),,,,,"IRELAND:  SLIGO, MAYO",,,100.0,,,,1490
,,,5000.0,,,,,646,,POINT (27.0000000000000000 36.8999999999999986),,,,10.0,GREECE:  KOS,,,5000.0,,,,1491
,1493-01-10,10.0,,,,,,647,,POINT (59.7999999999999972 33.0000000000000000),,,,1.0,IRAN:  NOWZAD-MASK,10.0,,,,,,1493
,1493-08-18,18.0,,,,,,648,9.0,POINT (27.0000000000000000 36.7999999999999972),,,,8.0,GREECE:  DODECANESE ISLANDS,18.0,,,,,,1493
,1494-03-24,24.0,3.0,,,,200.0,7918,7.0,POINT (103.7999999999999972 25.5000000000000000),,,,3.0,CHINA:  YUNNAN PROVINCE:  QUJING,24.0,,3.0,,200.0,,1494
,1494-06-13,13.0,,,,,,649,10.0,POINT (7.0000000000000000 43.7999999999999972),,,,6.0,FRANCE:  NEAR S COAST,13.0,,,,,,1494
,1494-06-23,23.0,,,,,,650,8.0,POINT (7.0999999999999996 43.3999999999999986),,,,6.0,"FRANCE:  LANTOSQUE,ROQUEBILLIERE,NICE",23.0,,,,,,1494
,1494-07-01,1.0,,,,,,6011,,POINT (25.5000000000000000 35.5000000000000000),,,,7.0,GREECE:  CRETE,1.0,,,,,,1494
,1495-04-10,10.0,,,,,50.0,7919,8.0,POINT (105.5999999999999943 37.6000000000000014),,,,4.0,CHINA:  NINGXIA:  ZHONGWEI,10.0,,,,50.0,,1495
,1495-09-12,12.0,,,,,,651,,POINT (139.5000000000000000 35.1000000000000014),,,,9.0,JAPAN:  KAMAKURA,12.0,,200.0,,,,1495
,1496-01-23,23.0,,,17.0,,,652,10.0,POINT (16.1000000000000014 43.5000000000000000),,,,1.0,BALKANS NW:  CROATIA,23.0,,,,,,1496
,1498-07-09,9.0,,,,,,6031,,POINT (137.6999999999999886 34.3999999999999986),,,,7.0,JAPAN:  ENSHUNADA SEA,9.0,,,,,,1498
,1498-08-02,2.0,,,,,,5949,,POINT (-62.2999999999999972 9.9000000000000004),,,,8.0,VENEZUELA: BOCA DE LA SIERPE,2.0,,,,,,1498
,1498-09-20,20.0,,,,,,653,,POINT (135.1999999999999886 33.5000000000000000),,,,9.0,JAPAN:  NANKAIDO,20.0,,,,,,1498
,1498-09-20,20.0,,,,,,7383,,POINT (138.0999999999999943 34.0000000000000000),,,,9.0,JAPAN:  ENSHUNADA SEA,20.0,,5000.0,,1000.0,,1498
,,,10000.0,,,,,655,,POINT (103.0000000000000000 25.0000000000000000),,,,,CHINA:  YUNNAN PROVINCE:  YI LIANG,,,10000.0,,,,1499
,1500-01-04,4.0,10000.0,,,,,656,9.0,POINT (103.0999999999999943 24.8999999999999986),,,,1.0,CHINA:  YUNNAN PROVINCE:  YILIANG,4.0,,10000.0,,,,1500
,,,,,,,,6697,,,,,,,HAWAII,,,,,,,1500
,1501-01-19,19.0,400.0,,,,5400.0,658,9.0,POINT (110.0999999999999943 34.7999999999999972),,,,1.0,CHINA:  SHAANXI PROVINCE:  CHAOYI,19.0,,400.0,,5400.0,,1501
,,,,,,,,657,10.0,POINT (25.0000000000000000 35.5000000000000000),,,,,GREECE:  CRETE,,,,,,,1501
,1502-03-26,26.0,,,13.0,,,660,10.0,POINT (16.1000000000000014 45.7999999999999972),,,,3.0,BALKANS NW:  CROATIA,26.0,,,,,,1502
,1502-10-17,17.0,50.0,,,,,661,8.0,POINT (115.2999999999999972 35.7000000000000028),,,,10.0,CHINA:  HENAN PROVINCE:  PUCHENG,17.0,,50.0,,,,1502
,,,,,,,,659,,POINT (-69.5000000000000000 18.3000000000000007),,,,,DOMINICAN REPUBLIC:  SANTO DOMINGO,,,,,,,1502
,,,,,,,,662,8.0,POINT (10.1999999999999993 46.7999999999999972),,,,3.0,SWITZERLAND,,,,,,,1504
,1504-04-05,5.0,,,,,,664,10.0,POINT (-5.4000000000000004 37.2999999999999972),,,,4.0,SPAIN:  CARMONA,5.0,,,,,,1504
,1504-12-07,7.0,,,,,,665,10.0,POINT (18.1000000000000014 42.6000000000000014),,,,12.0,BALKANS NW:  CROATIA,7.0,,,,,,1504
,1505-07-06,6.0,,,,,,667,12.0,POINT (69.2000000000000028 34.5000000000000000),,,,7.0,AFGHANISTAN:  KABUL,6.0,,,,,,1505
,1505-10-16,16.0,,,,,,7926,6.0,POINT (110.9000000000000057 35.2000000000000028),,,,10.0,"CHINA:  SHANXI PROVINCE:  ANYI, GUEHENG",16.0,,,,,,1505
,,,,,,,,666,10.0,POINT (14.1999999999999993 45.8999999999999986),,,,,BALKANS NW:  SLOVENIA:  KAPELE,,,,,,,1505
,1507-11-04,4.0,,,,,,7927,6.0,POINT (102.5000000000000000 24.6000000000000014),,,,11.0,"CHINA:  YUNNAN PROVINCE:  ANNING, YUXI",4.0,,,,,,1507
,1508-05-29,29.0,300.0,100.0,,,,668,10.0,POINT (25.1000000000000014 35.2000000000000028),,,,5.0,"GREECE:  CRETE:  IRAKLION (CANDIA),MEGALOKASTRON",29.0,,,,,,1508
,1509-02-25,25.0,,,,,,669,10.0,POINT (15.6999999999999993 38.1000000000000014),,,,2.0,ITALY:  REGGIO DI CALABRIA,25.0,,,,,,1509
,1509-06-17,17.0,,,,,,6004,,POINT (121.5000000000000000 31.5000000000000000),,,,6.0,CHINA:  E. CHINA SEA,17.0,,,,,,1509
,1509-09-10,10.0,5000.0,,,,1700.0,670,10.0,POINT (28.1000000000000014 40.7999999999999972),,,,9.0,TURKEY:  ISTANBUL,10.0,,5000.0,,1700.0,,1509
,1509-09-14,14.0,,,0.0,,,671,8.0,POINT (14.0999999999999996 46.3999999999999986),,15.0,,9.0,"BALKANS NW:  SLOVENIA:  BLED,SLATNA,BEGUNJE",14.0,,,,,,1509
,1509-11-16,16.0,,,,,,672,,POINT (26.6000000000000014 41.7000000000000028),,,,11.0,TURKEY:  EDIRNE,16.0,,,,,,1509
,1510-06-10,10.0,2000.0,,,,,674,,POINT (10.5000000000000000 48.7999999999999972),,,,6.0,GERMANY:  BAVARIA:  NORDLINGEN,10.0,,,,,,1510
,1510-09-21,21.0,,,,,,5950,,POINT (135.4000000000000057 34.6000000000000014),,,,9.0,"SEIONAIKAI, JAPAN",21.0,,,,,,1510
,1510-10-10,10.0,,,,,,6017,,POINT (137.5999999999999943 34.5000000000000000),,,,10.0,JAPAN:  ENSHUNADA SEA,10.0,,,,,,1510
,,,,,,,,673,10.0,POINT (14.5000000000000000 46.1000000000000014),,,,,BALKANS NW:  SLOVENIA,,,,,,,1510
,1511-03-26,26.0,15.0,7.0,14.0,,,677,10.0,POINT (13.4329999999999998 46.2000000000000028),,30.0,,3.0,"BALKANS NW:  SLOVENIA:  IDRIJA,SKOFJA LOKA",26.0,,15.0,,,,1511
,1511-08-08,8.0,3000.0,,,,,678,10.0,POINT (13.4000000000000004 46.1000000000000014),,,,8.0,ITALY:  CIVIDALE DEL FRUILI,8.0,,3000.0,,,,1511
,1511-11-17,17.0,,,,,,7928,7.0,POINT (100.0000000000000000 26.6000000000000014),,,,11.0,CHINA:  YUNNAN PROVINCE,17.0,,,,,,1511
,1512-10-08,8.0,,,,,,7929,8.0,POINT (98.5000000000000000 25.0000000000000000),,,,10.0,CHINA:  YUNNAN PROVINCE,8.0,,,,,,1512
,,,,,,,,679,7.0,POINT (9.0000000000000000 46.3999999999999986),,,,,SWITZERLAND,,,,,,,1512
,,,,30.0,,,,680,8.0,POINT (-72.2999999999999972 -17.1999999999999993),,,,,PERU,,,,,,,1513
,1514-04-16,16.0,,,,,,681,10.0,POINT (21.0000000000000000 37.7999999999999972),,,,4.0,GREECE:  S,16.0,,,,,,1514
,1514-09-14,14.0,,,,,,7930,7.0,POINT (99.0999999999999943 25.1000000000000014),,,,9.0,CHINA:  YUNNAN PROVINCE,14.0,,,,,,1514
,1515-06-17,17.0,100.0,,,,,682,9.0,POINT (100.2000000000000028 26.6000000000000014),,,,6.0,CHINA:  YUNNAN PROVINCE:  HEQING,17.0,,100.0,,,,1515
,1515-10-23,23.0,200.0,,,,,684,8.0,POINT (100.2000000000000028 25.6999999999999993),,,,10.0,CHINA:  YUNNAN PROVINCE:  DALI,23.0,,200.0,,,,1515
,1516-05-06,6.0,,,10.0,,,685,10.0,POINT (18.1000000000000014 42.6000000000000014),,,,5.0,BALKANS NW:  CROATIA,6.0,,,,,,1516
,1516-07-28,28.0,,,,,,686,10.0,POINT (18.1000000000000014 42.6000000000000014),,,,7.0,BALKANS NW:  CROATIA,28.0,,,,,,1516
,1516-11-24,24.0,,100.0,12.0,,,687,10.0,POINT (26.6000000000000014 45.7000000000000028),,,,11.0,ROMANIA,24.0,,,,,,1516
,1517-07-12,12.0,,,,,,7932,7.0,POINT (102.5999999999999943 24.1000000000000014),,,,7.0,CHINA:  YUNNAN PROVINCE,12.0,,,,,,1517
,1518-07-02,2.0,,,,,,688,9.0,POINT (125.0000000000000000 38.0000000000000000),,,,7.0,NORTH KOREA:  HWANGHAE-DO:  PAEKCHON,2.0,,,,,,1518
,1518-11-09,9.0,,,,,,689,11.0,POINT (-1.5000000000000000 37.2000000000000028),,,,11.0,SPAIN:  VERA,9.0,,,,,,1518
,1520-03-26,26.0,,,,,,691,7.0,POINT (100.2999999999999972 25.3000000000000007),,,,3.0,CHINA:  YUNNAN:  WEISHAN,26.0,,,,,,1520
,1520-04-04,4.0,,,,,,5951,,POINT (136.3000000000000114 33.6000000000000014),,,,4.0,"JAPAN:  KII, KUMANANONADA",4.0,,,,,,1520
,,,,,,,,690,10.0,POINT (-74.0000000000000000 -40.0000000000000000),,,,,CHILE,,,,,,,1520
,1522-09-21,21.0,,,,,,695,11.0,POINT (-2.5000000000000000 36.8999999999999986),,,,9.0,SPAIN:  ALMERIA; MOROCCO: FEZ; AZORES: VILA FRANCA,21.0,,,,,,1522
,,,,,,,,697,,POINT (-96.4000000000000057 19.1999999999999993),,,,,MEXICO:  VERACRUZ,,,,,,,1523
,,,,,,,,9881,,POINT (73.2000000000000028 17.0000000000000000),,,,,INDIA:  DABUL,,,,,,,1524
,,,,,,,,698,,POINT (46.2000000000000028 38.0000000000000000),,,,,IRAN:  TABRIZ,,,,,,,1527
,1530-07-22,22.0,,,,,,699,10.0,POINT (18.1000000000000014 42.6000000000000014),,,,7.0,BALKANS NW:  CROATIA,22.0,,,,,,1530
,1530-09-01,1.0,,10.0,14.0,,,701,10.0,POINT (-64.2000000000000028 10.5000000000000000),8.0,30.0,,9.0,VENEZUELA:  CUMANA,1.0,,,,,,1530
,1531-01-26,26.0,30000.0,,,1500.0,1500.0,704,10.0,POINT (-9.0999999999999996 38.7000000000000028),,,,1.0,PORTUGAL:  LISBON,26.0,,30000.0,,1500.0,,1531
,,,,,,,,8092,6.0,POINT (117.5000000000000000 30.6999999999999993),,,,1.0,CHINA:  JIANGSU PROVINCE,,,,,,,1531
,,,,,,,,706,,POINT (116.4000000000000057 25.8000000000000007),,,,5.0,CHINA:  FUJIAN:  CHANGTING,,,,,,,1535
,1536-03-19,19.0,3.0,,,,,707,10.0,POINT (102.0999999999999943 28.1000000000000014),,,,3.0,CHINA:  SICHUAN:  N OF XICHANG,19.0,,,,,,1536
,,,,,,,,9790,,,,,,,MEXICO:  SOUTHERN,,,,,,,1537
,1538-09-27,27.0,,,,,,709,11.0,POINT (14.0999999999999996 40.6000000000000014),,,,9.0,ITALY:  POZZUOLI,27.0,,,,,,1538
,,,,,,,,708,,POINT (-99.0999999999999943 19.1999999999999993),,,,,MEXICO:  MEXICO CITY,,,,,,,1538
,1539-08-08,8.0,,,,,,7933,7.0,POINT (102.7999999999999972 23.6000000000000014),,,,8.0,CHINA:  YUNNAN PROVINCE:  JIANGSHUI,8.0,,,,,,1539
,1539-11-24,24.0,,,,,,5952,,POINT (-88.5000000000000000 16.1999999999999993),,,,11.0,HONDURAS: CABO DE HIGUERAS,24.0,,,,,,1539
,1541-12-25,25.0,,,,,,5953,,POINT (-64.2000000000000028 10.8000000000000007),,,,12.0,VENEZUELA: CUBAGUA ISLAND,25.0,,,,,,1541
,1542-03-17,17.0,,,,,,710,,POINT (-99.0999999999999943 19.1999999999999993),,,,3.0,MEXICO:  MEXICO CITY,17.0,,,,,,1542
,1542-06-13,13.0,113.0,,1.0,1740.0,,711,10.0,POINT (11.3000000000000007 44.0700000000000003),,,,6.0,ITALY:  SCARPERIA,13.0,,113.0,1740.0,,,1542
,1542-12-10,10.0,,,17.0,,,713,10.0,POINT (15.3000000000000007 37.0700000000000003),6.6,30.0,,12.0,"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA",10.0,,,,,,1542
,,,,,,,,716,10.0,POINT (-70.5000000000000000 -19.0000000000000000),,,,,CHILE,,,,,,,1543
,,,,,,,,715,,POINT (-64.2000000000000028 10.5000000000000000),,,,,"VENEZUELA:  CUMANA, ISLA CUBAGUA",,,,,,,1543
,1545-02-07,7.0,,,,,,6037,,POINT (139.0000000000000000 34.7999999999999972),,,,2.0,JAPAN:  IZU PENINSULA,7.0,,,,,,1545
,,,,,,,,717,,POINT (111.7000000000000028 37.2000000000000028),,,,,CHINA:  SHAANXI PROVINCE:  HIAO YI,,,,,,,1545
,1546-01-14,14.0,,,,,,718,11.0,POINT (35.5000000000000000 32.0000000000000000),,,,1.0,"ISRAEL:  NABULUS,SALT; JORDAN:  AL-KARAK",14.0,,,,,,1546
,1547-05-17,17.0,,,13.0,,,720,10.0,POINT (-27.3000000000000007 38.7000000000000028),,14.0,,5.0,"AZORES:  SANTA BARBARA, FREGUES",17.0,,,,,,1547
,1549-01-30,30.0,3000.0,,,,,721,,POINT (59.1000000000000014 33.5000000000000000),,,,1.0,"IRAN:  QAYEN (QAIN),KHORASAN",30.0,,,,,,1549
,1550-01-20,20.0,,,,,,722,,POINT (46.0000000000000000 38.0000000000000000),,,,1.0,IRAN:  TABRIZ,20.0,,,,,,1550
,1550-08-25,25.0,,,,,,723,10.0,POINT (15.0999999999999996 40.7000000000000028),,,,8.0,ITALY:  VALLO DI DIANO,25.0,,,,,,1550
,1551-01-28,28.0,2000.0,,,200.0,200.0,724,9.0,POINT (-9.0999999999999996 38.7000000000000028),,,,1.0,PORTUGAL:  LISBON,28.0,,2000.0,,200.0,,1551
,,,,,,,,7934,6.0,POINT (105.2000000000000028 25.8000000000000007),,,,,CHINA:  GUIZHOU PROVINCE:  QINGLONG,,,,,,,1551
,1552-07-02,2.0,,30.0,10.0,,,727,9.0,POINT (-71.2999999999999972 -16.6000000000000014),,30.0,,7.0,PERU,2.0,,,,,,1552
,1553-03-02,2.0,,,,,,728,8.0,POINT (128.8000000000000114 35.7999999999999972),,,,3.0,SOUTH KOREA:  KYONGSANG-DO,2.0,,,,,,1553
,1555-11-15,15.0,,30.0,,,,730,7.0,POINT (-77.5999999999999943 -11.9000000000000004),,,,11.0,PERU,15.0,,,,,,1555
,,,,,,,,729,12.0,POINT (22.8000000000000007 42.7999999999999972),,,,,BALKANS NW:  MACEDONIA:  RAZLOVCI,,,,,,,1555
,1556-01-23,23.0,830000.0,,,,,732,11.0,POINT (109.7000000000000028 34.5000000000000000),,,,1.0,CHINA:  SHAANXI PROVINCE,23.0,,830000.0,,,,1556
,1556-01-24,24.0,,,,,,733,,POINT (13.6999999999999993 46.8999999999999986),,,,1.0,AUSTRIA:  PROBABLY KARNTEN,24.0,,,,,,1556
,1556-03-10,10.0,,,,,,734,5.0,POINT (29.0000000000000000 41.0000000000000000),,,,3.0,TURKEY:  ISTANBUL,10.0,,,,,,1556
,1556-05-10,10.0,,,,,,735,,POINT (29.0000000000000000 41.0000000000000000),,,,5.0,TURKEY:  ROSANNA; NEAR ISTANBUL,10.0,,,,,,1556
,1556-10-17,17.0,,,,,,736,,POINT (-78.5999999999999943 -0.2000000000000000),,,,10.0,ECUADOR,17.0,,,,,,1556
,,,,,,,,7940,7.0,POINT (103.2000000000000028 24.8999999999999986),,,,4.0,CHINA:  YUNNAN PROVINCE:  YILIANG,,,,,,,1560
,,,100.0,,,,,737,7.0,POINT (102.7000000000000028 24.1999999999999993),,,,,CHINA:  YUNNAN PROVINCE,,,100.0,,,,1560
,1561-07-25,25.0,1001.0,,,,,738,10.0,POINT (106.2000000000000028 37.5000000000000000),,,,7.0,CHINA:  NINGXIA:  E OF ZHONGWEI,25.0,,1001.0,,,,1561
,1561-07-31,31.0,600.0,,,,,739,10.0,POINT (14.6999999999999993 40.5000000000000000),,,,7.0,"ITALY:  PICERNO, TITO, BUCCINO",31.0,,,,,,1561
,1561-08-04,4.0,,,,,,741,,POINT (112.0000000000000000 38.0000000000000000),,,,8.0,"CHINA:  SHAANXI,GANSU,AND SHANXI PROVINCES",4.0,,,,,,1561
,1561-08-19,19.0,,,14.0,,,742,10.0,POINT (15.5000000000000000 40.5000000000000000),,30.0,,8.0,ITALY:  VALLO DI DIANO,19.0,,,,,,1561
,1562-10-28,28.0,,,10.0,,,744,11.0,POINT (-73.5000000000000000 -38.7000000000000028),,,,10.0,CHILE,28.0,,,,,,1562
,1563-06-13,13.0,,,12.0,,,745,10.0,POINT (18.8000000000000007 42.3999999999999986),,,,6.0,BALKANS NW:  MONTENEGRO,13.0,,,,,,1563
,1564-04-20,20.0,,,,,,746,,POINT (-70.2999999999999972 19.1000000000000014),,,,4.0,DOMINICAN REPUBLIC:  CONCEPCION DE LA VEGA,20.0,,,,,,1564
,1564-07-20,20.0,650.0,,,,,750,9.0,POINT (7.2830000000000004 44.0170000000000030),,,,7.0,"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON",20.0,,650.0,,,,1564
,,,,,,,,9788,,POINT (-90.7000000000000028 14.5999999999999996),,,,8.0,GUATEMALA:  ANTIGUA,,,,,,,1565
,,,,,,,,9789,,POINT (-90.7000000000000028 14.5999999999999996),,,,5.0,GUATEMALA:  ANTIGUA,,,,,,,1566
,,,,,,,,751,7.0,POINT (-77.2999999999999972 3.0000000000000000),,,,,COLOMBIA,,,,,,,1566
,,,,,,,,752,,POINT (54.2999999999999972 27.6999999999999993),,,,,IRAN:  LAR,,,,,,,1566
,1568-04-25,25.0,,,,,,753,,POINT (119.0000000000000000 39.0000000000000000),,,,4.0,"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING",25.0,,,,,,1568
,1568-05-15,15.0,200.0,,,,,754,9.0,POINT (109.0000000000000000 34.3999999999999986),,,,5.0,CHINA:  SHAANXI PROVINCE:  XIAN,15.0,,200.0,,,,1568
,1568-12-27,27.0,60.0,,,,,755,,POINT (-103.5000000000000000 20.1999999999999993),,,,12.0,"MEXICO:  COCULA,JALISCO",27.0,,60.0,,,,1568
,1570-02-08,8.0,,,13.0,,,757,11.0,POINT (-73.0000000000000000 -36.7500000000000000),,,,2.0,CHILE:  OLD CONCEPCION,8.0,,2000.0,,,,1570
,1570-11-17,17.0,125.0,,,,,758,9.0,POINT (11.4000000000000004 45.2999999999999972),,,,11.0,"ITALY:  FERRARA,BOLOGNA,PADOVA,VENIZIA,TREVISO",17.0,,,,,,1570
,1571-09-09,9.0,,,,,1000.0,759,8.0,POINT (102.7000000000000028 24.1000000000000014),,,,9.0,CHINA:  YUNNAN PROVINCE:  TONGHAI,9.0,,,,1000.0,,1571
,1573-01-10,10.0,,,,,,7941,9.0,POINT (104.0000000000000000 34.3999999999999986),,,,1.0,CHINA:  GANSU PROVINCE:  MINXIAN,10.0,,,,,,1573
,,,,,,,,760,,POINT (-104.0000000000000000 19.1999999999999993),,,,,MEXICO:  COLIMA,,,,,,,1573
,1574-05-03,3.0,,,,,,762,7.0,POINT (6.2000000000000002 46.2000000000000028),,,,5.0,SWITZERLAND,3.0,,,,,,1574
,1574-08-14,14.0,,,,,,763,10.0,POINT (14.8000000000000007 45.1000000000000014),,,,8.0,BALKANS NW:  CROATIA,14.0,,,,,,1574
,,,1200.0,,,,,761,,POINT (51.3999999999999986 34.0000000000000000),,,,,"IRAN:  FIN,KASHAN",,,,,,,1574
,1575-09-08,8.0,,,,,,765,,POINT (-78.5999999999999943 -0.2000000000000000),,,,9.0,ECUADOR,8.0,,,,,,1575
,1575-12-16,16.0,21.0,,18.0,,,767,10.0,POINT (-73.2000000000000028 -39.7999999999999972),,30.0,,12.0,CHILE:  VALDIVIA,16.0,,1321.0,,,,1575
,1576-05-23,23.0,,,,,,6878,,,,,,5.0,EL SALVADOR:  SAN MARCOS,23.0,,,,,,1576
,1577-03-13,13.0,170.0,,,,,768,8.0,POINT (98.5999999999999943 25.0000000000000000),,,,3.0,CHINA:  YUNNAN:  TENGCHONG,13.0,,,,,,1577
,1578-06-17,17.0,,,,,,769,,POINT (-77.0000000000000000 -12.5000000000000000),,,,6.0,"PERU:  LIMA,CALLAO",17.0,,,,,,1578
,1579-03-16,16.0,,,,,,10243,,POINT (-83.8799999999999955 8.7050000000000001),,,,3.0,CANO ISLAND,16.0,,,,,,1579
,1579-12-21,21.0,10.0,,,,,7942,6.0,POINT (99.9000000000000057 25.1000000000000014),,,,12.0,CHINA:  YUNNAN PROVINCE:  BAOSHAN,21.0,,10.0,,,,1579
,,,,,,,,770,,POINT (-2.9700000000000002 35.2999999999999972),,,,,MOROCCO:  MELILLA,,,,,,,1579
,1580-04-06,6.0,,33.0,,,,771,,POINT (1.3089999999999999 51.0189999999999984),,,,4.0,UNITED KINGDOM:  DOVER STRAITS,6.0,,,,,,1580
,,,,15.0,,,,773,10.0,POINT (-71.5000000000000000 -14.0999999999999996),,,,,PERU:  YANAOCA,,,,,,,1581
,1582-01-22,22.0,,30.0,16.0,,,776,10.0,POINT (-71.5999999999999943 -16.6000000000000014),,30.0,,1.0,"PERU:  SOCABAYA,AREQUIPA",22.0,,,,,,1582
,1582-08-15,15.0,,30.0,,,,777,7.0,POINT (-77.5999999999999943 -12.1999999999999993),,,,8.0,PERU,15.0,,,,,,1582
,,,,,,,,774,,POINT (14.0999999999999996 40.6000000000000014),,,,,ITALY:  POZZUOLI,,,,,,,1582
,1584-03-01,1.0,100.0,,11.0,,,779,7.0,POINT (7.0000000000000000 46.2000000000000028),,,,3.0,SWITZERLAND:  GENEVA-YVOIRE,1.0,,,,,,1584
,1584-03-03,3.0,,,,,,780,5.0,POINT (7.0000000000000000 46.2000000000000028),,,,3.0,SWITZERLAND,3.0,,,,,,1584
,1584-03-04,4.0,,,,,,781,5.0,POINT (7.0000000000000000 46.2999999999999972),,,,3.0,SWITZERLAND,4.0,,,,,,1584
,1584-03-17,17.0,,30.0,,,,782,7.0,POINT (-77.7999999999999972 -11.8000000000000007),,,,3.0,PERU,17.0,,,,,,1584
,1586-01-18,18.0,8000.0,,,,10000.0,5957,,POINT (136.8000000000000114 35.0000000000000000),,,,1.0,JAPAN:  ISE BAY,18.0,,8000.0,,10000.0,,1586
,1586-04-02,2.0,20.0,,,,,783,7.0,POINT (100.2999999999999972 25.3000000000000007),,,,4.0,CHINA:  YUNNAN PROVINCE:  WEISHAN,2.0,,20.0,,,,1586
,1586-07-10,10.0,22.0,60.0,0.0,,,786,10.0,POINT (-77.7000000000000028 -12.3000000000000007),,30.0,,7.0,PERU:  LIMA,10.0,,22.0,,,,1586
,,,,,,,,9787,,POINT (-90.7349999999999994 14.5530000000000008),,,,,GUATEMALA:  ANTIGUA,,,,,,,1586
,1587-07-09,9.0,,,,,,787,9.0,POINT (-80.5000000000000000 -5.2999999999999998),,,,7.0,PERU:  PIURA,9.0,,,,,,1587
,1587-08-30,30.0,,,,,,788,9.0,POINT (-78.5000000000000000 -0.2200000000000000),,,,8.0,ECUADOR:  QUITO,30.0,,,,,,1587
,,,170.0,,,,,791,10.0,POINT (-8.0000000000000000 37.1000000000000014),,,,11.0,PORTUGAL:  LOULE,,,170.0,,,,1587
,1588-08-09,9.0,,,,,,792,8.0,POINT (102.7999999999999972 24.0000000000000000),,,,8.0,"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG",9.0,,,,,,1588
,1588-11-20,20.0,,,,,,793,,POINT (52.2999999999999972 29.3999999999999986),,,,11.0,IRAN:  SHIRAZ,20.0,,,,,,1588
,1589-03-21,21.0,,,,,,6038,,POINT (138.1999999999999886 34.7999999999999972),,,,3.0,"SURUGA, JAPAN",21.0,,,,,,1589
,,,,,,,,7935,10.0,POINT (-4.7999999999999998 37.8999999999999986),,,,,SPAIN,,,,,,,1589
,1590-07-07,7.0,,,,,,796,7.0,POINT (103.9000000000000057 35.3999999999999986),,,,7.0,CHINA:  GANSU PROVINCE,7.0,,,,,,1590
,1590-07-25,25.0,,,,,,797,10.0,POINT (14.9000000000000004 45.0000000000000000),,,,7.0,BALKANS NW:  CROATIA:  SENJ,25.0,,,,,,1590
,1590-08-07,7.0,,,,,,798,,POINT (-78.2000000000000028 -0.5000000000000000),,,,8.0,ECUADOR:  QUITO,7.0,,,,,,1590
,1590-09-05,5.0,,,,,,799,10.0,POINT (16.3000000000000007 45.8999999999999986),,,,9.0,BALKANS NW:  CROATIA:  ZAGREB; HUNGARY: NAGYKANIZSA,5.0,,,,,,1590
,1590-09-15,15.0,,,,,,801,10.0,POINT (15.5000000000000000 48.2999999999999972),,,,9.0,AUSTRIA:  KAMP RIVER,15.0,,,,,,1590
,,,,40.0,,,,795,7.0,POINT (-72.9000000000000057 -17.1999999999999993),,,,,"PERU:  CUSCO, CAMANA",,,,,,,1590
,1591-07-26,26.0,,,,,,802,10.0,POINT (-25.5000000000000000 37.7830000000000013),,,,7.0,AZORES:  SAO MIGUEL (SAN MIGUEL),26.0,,,,,,1591
,1593-04-08,8.0,,,,,,803,8.0,POINT (0.1000000000000000 47.1000000000000014),,,,4.0,FRANCE:  CHINON,8.0,,,,,,1593
