damage,date,day,deaths,focal_depth,hour,houses_damaged,houses_destroyed,id,intensity,location,magnitude,minute,missing,month,name,second,total_damage,total_deaths,total_houses_damaged,total_houses_destroyed,total_missing,year
,1916-01-04,4.0,,,3.0,,,3044,8.0,POINT (122.2999999999999972 11.0999999999999996),,12.0,,1.0,"PHILIPPINES:  PANAY:  PANAY,MAASIN",4.0,,,,,,1916
,1916-01-13,13.0,,30.0,6.0,,,3046,,POINT (136.0000000000000000 -3.0000000000000000),,18.0,,1.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA,13.0,,,,,,1916
,1916-01-13,13.0,,16.0,8.0,,,3047,,POINT (135.5000000000000000 -3.0000000000000000),,20.0,,1.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA,13.0,,,,,,1916
,1916-01-24,24.0,,33.0,6.0,,,3049,,POINT (37.0000000000000000 41.0000000000000000),,55.0,,1.0,TURKEY,24.0,,,,,,1916
,1916-01-31,31.0,,,,,,6266,,,,,,1.0,COSTA RICA-PANAMA,31.0,,,,,,1916
,1916-02-01,1.0,,33.0,7.0,,,3050,,POINT (131.5000000000000000 29.5000000000000000),,36.0,,2.0,JAPAN:  DUDA,1.0,,,,,,1916
,1916-02-06,6.0,,60.0,21.0,,,3051,,POINT (178.5000000000000000 48.5000000000000000),,51.0,,2.0,ALASKA:  ALEUTIAN ISLANDS,6.0,,,,,,1916
,1916-02-27,27.0,,60.0,20.0,,,3052,,POINT (-86.0000000000000000 11.0000000000000000),,20.0,,2.0,NICARAGUA:  OFF COAST,27.0,,,,,,1916
,1916-04-18,18.0,,170.0,4.0,,,3053,,POINT (-170.0000000000000000 53.2999999999999972),,1.0,,4.0,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,18.0,,,,,,1916
,1916-04-21,21.0,,60.0,11.0,,,3054,,POINT (141.0000000000000000 33.0000000000000000),,31.0,,4.0,JAPAN:  OFF EAST COAST HONSHU,21.0,,,,,,1916
,1916-04-24,24.0,,80.0,4.0,,,3055,9.0,POINT (-68.0000000000000000 18.5000000000000000),,26.0,,4.0,DOMINICAN REPUBLIC:  SANTO DOMINIGO,24.0,,,,,,1916
0.025,1916-04-26,26.0,,25.0,2.0,,,3056,9.0,POINT (-82.0000000000000000 9.5999999999999996),,21.0,,4.0,"PANAMA:  ALMIRANTE, BOCAS DEL TORO",26.0,0.025,,,,,1916
,1916-06-21,21.0,,600.0,21.0,,,3057,,POINT (-63.0000000000000000 -28.5000000000000000),,32.0,,6.0,ARGENTINA,21.0,,,,,,1916
,1916-07-03,3.0,,,23.0,,,9990,7.0,POINT (15.2330000000000005 38.8170000000000002),,21.0,,7.0,ITALY:  STROMBOLI ISLAND,3.0,,,,,,1916
,1916-08-03,3.0,,60.0,1.0,,,3058,,POINT (144.5000000000000000 -4.0000000000000000),,30.0,,8.0,PAPUA NEW GUINEA:  N COAST,3.0,,,,,,1916
,1916-08-25,25.0,,180.0,9.0,,,3059,,POINT (-68.0000000000000000 -21.0000000000000000),,44.0,,8.0,BOLIVIA-NORTHERN CHILE,25.0,,,,,,1916
,1916-08-28,28.0,,33.0,6.0,,,3060,,POINT (81.0000000000000000 30.0000000000000000),,39.0,,8.0,NEPAL; TIBET (XIZANG PROVINCE),28.0,,,,,,1916
,1916-08-28,28.0,180.0,,7.0,,614.0,3062,8.0,POINT (120.9000000000000057 23.6999999999999993),,27.0,,8.0,TAIWAN,28.0,,180.0,,614.0,,1916
,1916-09-11,11.0,,100.0,6.0,,340.0,3064,,POINT (113.0000000000000000 -9.0000000000000000),,36.0,,9.0,INDONESIA,11.0,,,,340.0,,1916
,1916-10-28,28.0,,11.0,8.0,,,3065,7.0,POINT (14.5999999999999996 46.2999999999999972),,15.0,,10.0,BALKANS NW:  SLOVENIA:  GORNJI GRAD,28.0,,,,,,1916
,1916-10-31,31.0,,60.0,15.0,,,3066,,POINT (160.0000000000000000 46.5000000000000000),,30.0,,10.0,RUSSIA:  KURIL ISLANDS,31.0,,,,,,1916
,1916-11-12,12.0,,0.0,0.0,,,6523,,POINT (-67.7699999999999960 10.4600000000000009),,0.0,,11.0,VENEZUELA: OCUMARE DE LA COSTA DE ORO,12.0,,,,,,1916
,1916-11-14,14.0,1.0,,22.0,,97.0,7996,,POINT (121.0000000000000000 24.0000000000000000),,31.0,,11.0,TAIWAN,14.0,,1.0,,97.0,,1916
,1917-01-04,4.0,54.0,,16.0,,130.0,3069,,POINT (120.9000000000000057 23.8999999999999986),,50.0,,1.0,TAIWAN:  PULI,4.0,,54.0,,130.0,,1917
,1917-01-20,20.0,1500.0,,23.0,,,3072,9.0,POINT (116.0000000000000000 -7.0000000000000000),,11.0,,1.0,INDONESIA:  BALI,20.0,,1500.0,,,,1917
,1917-01-24,24.0,,,0.0,,,3073,8.0,POINT (116.2000000000000028 31.3000000000000007),,48.0,,1.0,CHINA:  ANHUI PROVINCE:,24.0,,,,,,1917
,1917-01-25,25.0,,,,,,6267,,POINT (118.0799999999999983 24.4699999999999989),,,,1.0,CHINA:  FUJIAN PROVINCE: OFF COAST,25.0,,,,,,1917
,1917-01-29,29.0,,13.0,8.0,,,3074,8.0,POINT (15.5999999999999996 45.8999999999999986),,22.0,,1.0,BALKANS NW:  SLOVENIA:  BREZICE,29.0,,,,,,1917
,1917-01-30,30.0,,40.0,2.0,,,3076,,POINT (163.0000000000000000 56.5000000000000000),,45.0,,1.0,RUSSIA:  KAMCHATKA,30.0,,,,,,1917
,1917-01-31,31.0,7.0,,3.0,,,3078,9.0,POINT (125.0000000000000000 6.0000000000000000),,39.0,,1.0,"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN",31.0,,7.0,,,,1917
,1917-04-26,26.0,,33.0,9.0,,,3080,10.0,POINT (12.0999999999999996 43.5000000000000000),,36.0,,4.0,ITALY:  CITERNA,26.0,,,,,,1917
,1917-05-01,1.0,,,18.0,,,3081,,POINT (-177.0000000000000000 -29.1999999999999993),,26.0,,5.0,KERMADEC ISLANDS,1.0,,,,,,1917
,1917-05-06,6.0,,33.0,12.0,,,6268,,POINT (121.5999999999999943 23.1999999999999993),,19.0,,5.0,TAIWAN,6.0,,,,,,1917
,1917-05-31,31.0,,,8.0,,,3083,5.0,POINT (-169.1200000000000045 54.7899999999999991),,47.0,,5.0,ALASKA:  ALASKA PENINSULA,31.0,,,,,,1917
,1917-06-06,6.0,,,20.0,,,3085,12.0,POINT (12.6999999999999993 42.5000000000000000),,10.0,,6.0,ITALY:  CENTRAL,6.0,,,,,,1917
,1917-06-08,8.0,,,0.0,,,6877,,POINT (-89.3100000000000023 13.8200000000000003),,51.0,,6.0,EL SALVADOR:  SAN SALVADOR,8.0,,,,,,1917
,1917-06-26,26.0,,25.0,5.0,,,3087,,POINT (-173.0000000000000000 -15.5000000000000000),,49.0,,6.0,SAMOA ISLANDS,26.0,,2.0,,,,1917
,1917-07-04,4.0,,60.0,0.0,,,3088,,POINT (123.0000000000000000 25.0000000000000000),,38.0,,7.0,TAIWAN:  NE OF TAIWAN,4.0,,,,,,1917
,1917-07-29,29.0,,,21.0,,,3089,,POINT (143.5000000000000000 -3.0000000000000000),,52.0,,7.0,PAPUA NEW GUINEA,29.0,,,,,,1917
,1917-07-30,30.0,1800.0,33.0,23.0,,,3090,9.0,POINT (104.0000000000000000 28.0000000000000000),,54.0,,7.0,CHINA:  YUNNAN PROVINCE,30.0,,1800.0,,,,1917
,1917-07-31,31.0,,460.0,3.0,,,3091,,POINT (131.0000000000000000 42.5000000000000000),,23.0,,7.0,CHINA:  JILIN PROVINCE,31.0,,,,,,1917
,1917-08-30,30.0,,100.0,4.0,,,3094,,POINT (128.0000000000000000 -7.5000000000000000),,7.0,,8.0,INDONESIA:  BANDA SEA,30.0,,,,,,1917
,1917-08-31,31.0,6.0,40.0,11.0,,,3095,8.0,POINT (-74.0000000000000000 4.0000000000000000),,36.0,,8.0,"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA",31.0,,3.0,,,,1917
,1917-09-17,17.0,,,1.0,,,3096,12.0,POINT (13.5999999999999996 41.7000000000000028),,20.0,,9.0,ITALY:  S,17.0,,,,,,1917
,1917-11-05,5.0,,,23.0,,,3097,12.0,POINT (13.6999999999999993 43.6000000000000014),,45.0,,11.0,ITALY:  CENTRAL,5.0,,,,,,1917
,1917-11-16,16.0,,60.0,3.0,,,3099,,POINT (-177.5000000000000000 -29.0000000000000000),,19.0,,11.0,KERMADEC ISLANDS:  S OF,16.0,,,,,,1917
,1917-12-26,26.0,2650.0,,4.0,,,3101,,POINT (-90.5999999999999943 14.5999999999999996),,30.0,,12.0,GUATEMALA:  GUATEMALA CITY,26.0,,2650.0,,,,1917
,1917-12-29,29.0,,33.0,22.0,,,3102,,POINT (-97.0000000000000000 15.0000000000000000),,50.0,,12.0,MEXICO:  NEAR OAXACA COAST,29.0,,,,,,1917
,1918-01-04,4.0,,,4.0,,,3105,,POINT (-90.0000000000000000 14.0000000000000000),,37.0,,1.0,GUATEMALA:  GUATEMALA CITY,4.0,,,,,,1918
,1918-01-30,30.0,,350.0,21.0,,,3106,,POINT (136.5000000000000000 45.3999999999999986),,18.0,,1.0,RUSSIA:  E COAST OF,30.0,,,,,,1918
,1918-02-07,7.0,,120.0,5.0,,,3109,7.0,POINT (126.5000000000000000 6.5000000000000000),,20.0,,2.0,PHILIPPINES:  MINDANAO,7.0,,,,,,1918
,1918-02-13,13.0,2000.0,23.0,6.0,,,3110,10.0,POINT (117.2000000000000028 23.5000000000000000),,7.0,,2.0,CHINA:  GUANGDONG PROVINCE,13.0,,2000.0,,,,1918
0.2,1918-04-21,21.0,,,22.0,,,3111,,POINT (-117.0000000000000000 33.7000000000000028),,32.0,,4.0,CALIFORNIA,21.0,,,,,,1918
,1918-05-20,20.0,,80.0,17.0,,,3112,,POINT (-71.5000000000000000 -28.5000000000000000),,55.0,,5.0,CHILE:  NORTHERN,20.0,,,,,,1918
,1918-07-03,3.0,,60.0,6.0,,,3114,,POINT (142.5000000000000000 -3.5000000000000000),,52.0,,7.0,PAPUA NEW GUINEA:  N COAST,3.0,,,,,,1918
,1918-07-08,8.0,,60.0,10.0,,,3115,,POINT (91.0000000000000000 24.5000000000000000),,22.0,,7.0,BANGLADESH:  SRIMANGAL,8.0,,,,,,1918
,1918-08-14,14.0,,,,,,8101,7.0,POINT (103.0000000000000000 26.8999999999999986),,,,8.0,CHINA:  YUNNAN PROVINCE,14.0,,,,,,1918
,1918-08-15,15.0,46.0,33.0,12.0,,,3116,10.0,POINT (123.0000000000000000 5.5000000000000000),,18.0,,8.0,PHILIPPINES:  MINDANAO:  COTABATO,15.0,,52.0,,,,1918
,1918-09-07,7.0,,33.0,17.0,,,3118,,POINT (151.5000000000000000 45.5000000000000000),,16.0,,9.0,RUSSIA:  KURIL ISLANDS,7.0,,23.0,19.0,,,1918
,1918-09-13,13.0,,,6.0,,,3121,9.0,POINT (121.9500000000000028 20.3999999999999986),,55.0,,9.0,"PHILIPPINES:  BATANES:  IVANA,SABTAN,SAN VICENTE",13.0,,,,,,1918
4.0,1918-10-11,11.0,,60.0,14.0,,,3124,9.0,POINT (-67.5000000000000000 18.5000000000000000),7.3,14.0,,10.0,PUERTO RICO:  MONA PASSAGE,11.0,4.0,144.0,,,100.0,1918
,1918-10-25,25.0,,,3.0,,,6270,7.0,POINT (-67.5000000000000000 18.5000000000000000),,43.0,,10.0,PUERTO RICO,25.0,,,,,,1918
,1918-11-08,8.0,,25.0,4.0,,,3125,,POINT (151.5000000000000000 44.5000000000000000),,38.0,,11.0,RUSSIA:  KURIL ISLANDS,8.0,,,,,,1918
,1918-11-12,12.0,,,21.0,,,3127,7.0,POINT (-68.2000000000000028 18.1999999999999993),,45.0,,11.0,PUERTO RICO,12.0,,,,,,1918
,1918-11-18,18.0,,190.0,18.0,,,3128,,POINT (129.0000000000000000 -7.0000000000000000),,41.0,,11.0,INDONESIA:  BANDA SEA,18.0,,,,,,1918
,1918-12-04,4.0,,,11.0,,,3129,,POINT (-71.0000000000000000 -26.0000000000000000),,47.0,,12.0,CHILE:  COPIAPO,4.0,,,,,,1918
,,,,,,,,3104,7.0,POINT (58.2000000000000028 34.5000000000000000),,,,,IRAN:  BAJESTAN,,,,,,,1918
,1919-01-01,1.0,,33.0,1.0,,,6580,7.0,POINT (126.0000000000000000 8.0000000000000000),,33.0,,1.0,PHILIPPINES:  MINDANAO ISLAND,1.0,,,,,,1919
,1919-01-01,1.0,,180.0,2.0,,,3133,,POINT (-176.5000000000000000 -19.5000000000000000),,59.0,,1.0,FIJI ISLANDS,1.0,,,,,,1919
,1919-04-27,27.0,,,0.0,,,3134,8.0,POINT (122.0000000000000000 12.0000000000000000),,22.0,,4.0,"PHILIPPINES:  NW PANAY, SW TABLAS, CARABAO I",27.0,,,,,,1919
,1919-04-28,28.0,,,6.0,,,6884,,POINT (-89.1899999999999977 13.6899999999999995),,45.0,,4.0,EL SALVADOR:  SAN SALVADOR,28.0,,,,,,1919
,1919-04-30,30.0,,25.0,7.0,,,3136,,POINT (-172.5149999999999864 -18.3520000000000003),8.1,17.0,,4.0,TONGA ISLANDS,30.0,,,,,,1919
,1919-05-03,3.0,,60.0,0.0,,,3137,,POINT (145.5000000000000000 40.5000000000000000),,52.0,,5.0,JAPAN:  OFF EAST COAST HONSHU,3.0,,,,,,1919
,1919-05-06,6.0,,35.0,19.0,,,3140,,POINT (153.7139999999999986 -4.8520000000000003),7.8,41.0,,5.0,PAPUA NEW GUINEA:  SOLOMON ISLANDS,6.0,,,,,,1919
,1919-06-29,29.0,,33.0,15.0,,,3143,10.0,POINT (11.5000000000000000 44.0000000000000000),,6.0,,6.0,ITALY:  N,29.0,,,,,,1919
,1919-06-29,29.0,,20.0,23.0,,,9939,,POINT (-88.2909999999999968 12.3300000000000001),6.6,14.0,,6.0,NICARAGUA:  GULF OF FONSECA,29.0,,,,,,1919
,1919-08-19,19.0,,,,,,10214,,,,,,8.0,LARA,19.0,,,,,,1919
,1919-10-03,3.0,,,9.0,,,3144,8.0,POINT (180.0000000000000000 -16.5000000000000000),,37.0,,10.0,"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU",3.0,,,,,,1919
,1919-10-22,22.0,,10.0,6.0,,,7786,8.0,POINT (12.5999999999999996 41.3999999999999986),,6.0,,10.0,ITALY:  TYRRHENIAN SEA,22.0,,,,,,1919
,1919-10-31,31.0,,,7.0,,,3145,12.0,POINT (12.0999999999999996 43.5000000000000000),,53.0,,10.0,ITALY:  CENTRAL,31.0,,,,,,1919
,1919-11-21,21.0,,,,,,9798,8.0,POINT (140.7500000000000000 -2.5499999999999998),,,,11.0,INDONESIA:  IRIAN JAYA REGION,21.0,,,,,,1919
,1919-11-29,29.0,,,0.0,,,3146,12.0,POINT (14.1999999999999993 41.6000000000000014),,33.0,,11.0,ITALY:  S,29.0,,,,,,1919
,1919-12-22,22.0,,,,,,3147,9.0,POINT (20.5000000000000000 39.3999999999999986),,,,12.0,"GREECE-ALBANIA:  IOANNINA,KONITSA",22.0,,,,,,1919
,1920-01-03,3.0,648.0,,21.0,,,3148,10.0,POINT (-96.9699999999999989 19.2600000000000016),,48.0,,1.0,"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA",3.0,,648.0,,,,1920
,1920-01-29,29.0,,,,,,6581,,POINT (122.9200000000000017 0.8700000000000000),,,,1.0,INDONESIA:  N. MOLUCCAS ISLANDS,29.0,,,,,,1920
,1920-02-02,2.0,,60.0,11.0,,,3150,,POINT (150.0000000000000000 -6.5000000000000000),,22.0,,2.0,PAPUA NEW GUINEA:  NEW BRITAIN,2.0,,,,,,1920
,1920-02-20,20.0,,11.0,11.0,,,3151,,POINT (44.1000000000000014 42.0000000000000000),,44.0,,2.0,"GEORGIA:  CAUCASUS:  GORI, TIFLIS",20.0,,,,,,1920
,1920-06-05,5.0,5.0,,4.0,,273.0,3154,,POINT (122.7000000000000028 23.5000000000000000),,21.0,,6.0,TAIWAN,5.0,,5.0,,273.0,,1920
,1920-08-20,20.0,,15.0,16.0,,,6273,,POINT (-73.5000000000000000 -38.0000000000000000),,15.0,,8.0,CHILE:  OFF COAST CENTRAL,20.0,,,,,,1920
,1920-09-07,7.0,1400.0,10.0,5.0,,,3159,10.0,POINT (10.3000000000000007 44.2999999999999972),,55.0,,9.0,"ITALY:  CARRARA,GARFAGNANA",7.0,,1400.0,,,,1920
,1920-09-20,20.0,,35.0,14.0,,,3162,,POINT (168.5300000000000011 -19.9190000000000005),7.8,39.0,,9.0,NEW CALEDONIA:  LOYALTY ISLANDS,20.0,,,,,,1920
,1920-11-26,26.0,200.0,25.0,8.0,,,3163,11.0,POINT (20.0000000000000000 40.2000000000000028),6.2,51.0,,11.0,"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ",26.0,,200.0,,,,1920
25.0,1920-12-16,16.0,200000.0,25.0,12.0,,,3165,12.0,POINT (105.3169999999999931 36.6009999999999991),8.3,5.0,,12.0,"CHINA:  GANSU PROVINCE, SHANXI PROVINCE",16.0,25.0,200000.0,,,,1920
,1920-12-17,17.0,400.0,10.0,18.0,,,3167,8.0,POINT (-68.4000000000000057 -32.7000000000000028),,59.0,,12.0,ARGENTINA:  MENDOZA,17.0,,400.0,,,,1920
,1920-12-18,18.0,,,2.0,,,3168,9.0,POINT (19.5000000000000000 40.5000000000000000),,1.0,,12.0,"ALBANIA:  ELBASAN, PEQIN",18.0,,,,,,1920
,1921-01-13,13.0,,,17.0,,,3169,12.0,POINT (11.9000000000000004 44.2999999999999972),,42.0,,1.0,ITALY:  N,13.0,,,,,,1921
,1921-02-04,4.0,,120.0,8.0,,,3170,,POINT (-91.0000000000000000 15.0000000000000000),,22.0,,2.0,GUATEMALA,4.0,,,,,,1921
,1921-04-30,30.0,,,11.0,,,3172,,POINT (-104.2999999999999972 19.6999999999999993),,4.0,,4.0,MEXICO:  NEAR COAST OF JALISCO,30.0,,,,,,1921
,1921-05-14,14.0,,,11.0,,,3173,8.0,POINT (117.9000000000000057 0.7000000000000000),,17.0,,5.0,"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN",14.0,,,,,,1921
,1921-08-04,4.0,,,,,,7886,,POINT (124.3799999999999955 40.1300000000000026),,,,8.0,"CHINA:   LIAONING PROVINCE:  XIAOSI, DANDONG",4.0,,,,,,1921
,1921-08-14,14.0,,,13.0,,,3174,8.0,POINT (39.6000000000000014 15.5999999999999996),,15.0,,8.0,ETHIOPIA:  MESEWA (MASSAUA),14.0,,,,,,1921
,1921-09-11,11.0,,,4.0,,,3175,,POINT (111.0000000000000000 -11.0000000000000000),,1.0,,9.0,INDONESIA:  S OF JAVA,11.0,,,,,,1921
,1921-09-16,16.0,,,0.0,,,3176,8.0,POINT (16.3000000000000007 3.7999999999999998),,51.0,,9.0,CENTRAL AFRICAN REPUBLIC:  NOLA,16.0,,,,,,1921
,1921-09-24,24.0,,,1.0,,,3177,12.0,POINT (13.1999999999999993 43.2000000000000028),,15.0,,9.0,ITALY:  CENTRAL,24.0,,,,,,1921
,1921-10-10,10.0,,,,,,3178,7.0,POINT (138.8000000000000114 -2.2999999999999998),,,,10.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  SENTANI,10.0,,,,,,1921
,1921-11-07,7.0,,,16.0,,,3179,8.0,POINT (126.0000000000000000 7.0000000000000000),,2.0,,11.0,PHILIPPINES:  E MINDANAO:  MANAY,7.0,,,,,,1921
,1921-11-11,11.0,,60.0,18.0,,,3180,7.0,POINT (127.0000000000000000 8.0000000000000000),,36.0,,11.0,PHILIPPINES:  MINDANAO:  E,11.0,,,,,,1921
,1921-11-15,15.0,,215.0,20.0,,,3181,,POINT (70.5000000000000000 36.5000000000000000),,36.0,,11.0,AFGHANISTAN:  HINDU KUSH,15.0,,,,,,1921
,1921-12-01,1.0,,,14.0,,,3183,12.0,POINT (12.0000000000000000 42.7000000000000028),,25.0,,12.0,ITALY:  CENTRAL,1.0,,,,,,1921
,1921-12-18,18.0,,650.0,15.0,,,3184,,POINT (-71.0000000000000000 -2.5000000000000000),,29.0,,12.0,PERU,18.0,,,,,,1921
,1922-01-06,6.0,,33.0,14.0,,,6582,,POINT (-73.0000000000000000 -16.5000000000000000),,11.0,,1.0,PERU,6.0,,,,,,1922
,1922-01-16,16.0,,600.0,22.0,,,3186,,POINT (-71.0000000000000000 2.5000000000000000),,50.0,,1.0,"COLOMBIA:  CAQUETA, PUTUMAYO",16.0,,,,,,1922
,1922-01-17,17.0,,650.0,3.0,,,3187,,POINT (-71.0000000000000000 -2.5000000000000000),,50.0,,1.0,PERU,17.0,,,,,,1922
,1922-01-19,19.0,,,21.0,,,7461,,POINT (143.0000000000000000 -7.0000000000000000),,58.0,,1.0,PAPUA NEW GUINEA:  BISMARCK SEA,19.0,,,,,,1922
,1922-01-27,27.0,,,20.0,,,3188,8.0,POINT (123.5000000000000000 10.1999999999999993),,41.0,,1.0,PHILIPPINES:  CEBU I:  CEBU; MACTAN I,27.0,,,,,,1922
,1922-01-31,31.0,,,13.0,,,3189,,POINT (-125.5000000000000000 41.0000000000000000),,17.0,,1.0,CALIFORNIA:  NORTHERN,31.0,,,,,,1922
,1922-02-16,16.0,,,3.0,,,3190,,POINT (-70.8499999999999943 11.6999999999999993),,14.0,,2.0,NICARAGUA,16.0,,,,,,1922
,1922-02-22,22.0,,,,,,6275,,POINT (128.9000000000000057 -3.2999999999999998),,,,2.0,INDONESIA:  BANDA,22.0,,,,,,1922
,1922-02-27,27.0,5.0,,20.0,,,3191,5.0,POINT (124.0999999999999943 10.1999999999999993),,39.0,,2.0,"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND",27.0,,5.0,,,,1922
,1922-03-01,1.0,,,9.0,,,3192,8.0,POINT (123.2500000000000000 9.0000000000000000),,10.0,,3.0,"PHILIPPINES:  SIATON,ZAMBOANGUITA",1.0,,,,,,1922
,1922-03-24,24.0,,12.0,12.0,,,3194,10.0,POINT (20.3999999999999986 44.3999999999999986),,22.0,,3.0,BALKANS NW:  SERBIA,24.0,,,,,,1922
,1922-04-10,10.0,,,,,,6276,,POINT (100.3499999999999943 -1.0000000000000000),,,,4.0,SW. SUMATRA,10.0,,,,,,1922
,1922-05-27,27.0,,,2.0,,,3195,12.0,POINT (12.6999999999999993 45.2000000000000028),,35.0,,5.0,ITALY:  N,27.0,,,,,,1922
,1922-07-08,8.0,,,,,,6278,,POINT (95.2000000000000028 5.5000000000000000),,,,7.0,"LHOKNGA, ACEH",8.0,,,,,,1922
,1922-08-25,25.0,,,11.0,,,3196,10.0,POINT (1.3000000000000000 36.2999999999999972),,47.0,,8.0,"ALGERIA: BORDJ ABOU EL HASEN, DAHRA",25.0,,,,,,1922
,1922-09-01,1.0,5.0,,19.0,,139.0,3198,,POINT (122.0000000000000000 24.5000000000000000),,16.0,,9.0,TAIWAN,1.0,,5.0,,139.0,,1922
,1922-10-11,11.0,,,14.0,,,3200,7.0,POINT (-72.5000000000000000 -16.0000000000000000),,49.0,,10.0,PERU:  CARAVELI,11.0,,,,,,1922
,1922-10-24,24.0,,90.0,21.0,,,3201,,POINT (151.8000000000000114 47.0000000000000000),,21.0,,10.0,RUSSIA:  KURIL ISLANDS,24.0,,,,,,1922
,1922-11-07,7.0,,33.0,23.0,,,6315,,POINT (-72.0000000000000000 -28.0000000000000000),,0.0,,11.0,CHILE:  NORTHERN,7.0,,,,,,1922
,1922-11-11,11.0,500.0,35.0,4.0,,,3202,11.0,POINT (-70.7549999999999955 -28.5530000000000008),8.7,32.0,,11.0,CHILE:  ATACAMA,11.0,,700.0,,,,1922
,1922-12-06,6.0,,230.0,13.0,,,3205,,POINT (70.5000000000000000 36.5000000000000000),,55.0,,12.0,AFGHANISTAN:  HINDU KUSH,6.0,,,,,,1922
,1922-12-07,7.0,27.0,,16.0,,,3207,,POINT (130.3000000000000114 32.7000000000000028),,50.0,,12.0,JAPAN:  KYUSHU,7.0,,,,,,1922
,1922-12-25,25.0,,,3.0,,,6279,7.0,POINT (173.0000000000000000 -43.0000000000000000),,33.0,,12.0,SE. NEW ZEALAND,25.0,,,,,,1922
,1923-01-22,22.0,,,9.0,,,6280,8.0,POINT (-124.5000000000000000 40.7999999999999972),,4.0,,1.0,CALIFORNIA:  NORTHERN,22.0,,,,,,1923
,1923-02-03,3.0,,19.0,16.0,,,3212,11.0,POINT (161.0000000000000000 54.0000000000000000),8.3,1.0,,2.0,RUSSIA:  KAMCHATKA,3.0,1.5,3.0,,,,1923
,1923-02-04,4.0,,10.0,,,,3213,8.0,POINT (57.2999999999999972 37.6000000000000014),,,,2.0,IRAN:  BODZHNURD,4.0,,,,,,1923
,1923-02-24,24.0,,,0.0,,,3214,9.0,POINT (-78.2999999999999972 -0.4000000000000000),,25.0,,2.0,ECUADOR,24.0,,,,,,1923
,1923-02-24,24.0,,20.0,7.0,,,3215,,POINT (162.4000000000000057 55.0000000000000000),,34.0,,2.0,RUSSIA:  KAMCHATKA PENINSULA,24.0,,,,,,1923
,1923-03-02,2.0,,22.0,16.0,,,6281,7.0,POINT (124.0000000000000000 6.5000000000000000),,48.0,,3.0,PHILIPPINES:  MINDANAO IsLAND,2.0,,,,,,1923
,1923-03-15,15.0,,,,,,3216,10.0,POINT (17.1000000000000014 43.2000000000000028),,,,3.0,BALKANS NW:  CROATIA:  PODGORA,15.0,,,,,,1923
,1923-03-24,24.0,4800.0,13.0,12.0,,,3218,10.0,POINT (101.0000000000000000 31.5000000000000000),,40.0,,3.0,CHINA:  SICHUAN PROVINCE,24.0,,4800.0,,,,1923
,1923-04-13,13.0,,20.0,15.0,,,3219,10.0,POINT (162.5000000000000000 56.5000000000000000),,31.0,,4.0,RUSSIA:  NEAR KAMCHATKA,13.0,,18.0,,,400.0,1923
,1923-05-04,4.0,,60.0,22.0,,,6283,,POINT (-71.7500000000000000 -28.7500000000000000),,26.0,,5.0,CHILE:  VALLENAR,4.0,,,,,,1923
,1923-05-09,9.0,,,9.0,,,3220,12.0,POINT (12.0000000000000000 43.7000000000000028),,,,5.0,ITALY:  CENTRAL,9.0,,,,,,1923
,1923-05-15,15.0,,,,,,3221,9.0,POINT (109.2000000000000028 -7.7000000000000002),,,,5.0,INDONESIA:  JAVA:  MAOS,15.0,,,,,,1923
,1923-05-25,25.0,2200.0,,22.0,,,3223,10.0,POINT (59.2000000000000028 35.2000000000000028),,21.0,,5.0,IRAN:  TURBAT-HAKLARI,25.0,,,,,,1923
,1923-06-01,1.0,,40.0,17.0,,,6284,,POINT (141.8000000000000114 35.3999999999999986),,24.0,,6.0,"KASHIMA, JAPAN",1.0,,,,,,1923
,1923-07-18,18.0,,,2.0,,,6285,5.0,POINT (125.0000000000000000 9.3000000000000007),,24.0,,7.0,"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND",18.0,,,,,,1923
,1923-08-12,12.0,,33.0,12.0,,,6633,,POINT (-70.2999999999999972 -18.5000000000000000),,11.0,,8.0,CHILE:  NORTHERN,12.0,,,,,,1923
600.0,1923-09-01,1.0,142807.0,35.0,2.0,,,3227,,POINT (139.5000000000000000 35.1000000000000014),7.9,58.0,43476.0,9.0,"JAPAN:  TOKYO, YOKOHAMA",1.0,600.0,142807.0,,695000.0,43476.0,1923
,1923-09-02,2.0,,20.0,2.0,,,3229,,POINT (140.1999999999999886 34.8999999999999986),,46.0,,9.0,JAPAN:  NEAR S COAST HONSHU,2.0,,,,,,1923
,1923-09-17,17.0,157.0,,7.0,,,3232,9.0,POINT (57.7000000000000028 37.2000000000000028),,9.0,,9.0,IRAN:  QALEH JAQ KMEN:  BODZHNURD,17.0,,157.0,,,,1923
